Nummer,Objecttype,lon,lat,glg_m_nap,glg_depth_below_ground_m,swing_m,trend_mm_per_year,nearest_well_m,n_wells_within_400m,support
WF060179,Muur,5.1164315,52.0945787,0.6522362196438927,2.5888394375955643,0.5371064086935434,-112.85712139030878,251.25684012440325,1,weakly supported
BS100087,Beschoeiing,5.0088524,52.0862593,-0.9298266254266726,1.2870725304130137,0.27252678741191,-6.419237044942294,148.53190264862718,3,interpolated
WF060679,Muur,5.122579,52.0823013,0.4920207452568669,2.356212524987017,0.19971535293685624,-15.870153272191612,215.2064580700956,1,interpolated
KM090001,Kademuur,5.0746325,52.0966286,-1.3041475065482695,2.522766334496556,1.1382098706844226,-878.9898002206355,87.74452025075858,1,measured nearby
KM060013,Kademuur,5.122505,52.0857274,0.7743459438591515,2.8202225871533337,0.30599314062772814,-46.41419466769186,298.9079965542549,1,weakly supported
WF060733,Muur,5.1265519,52.0862733,0.9111153382568252,2.5571213252684637,0.3479170483882877,-100.69879073244624,322.8619618625261,2,weakly supported
WF060371,Muur,5.125807,52.0872721,1.035446068101851,2.741777094425746,0.37420423613347165,-107.44957911789005,335.62917354651984,1,weakly supported
WF060364,Muur,5.1254021,52.0876988,1.0967606592181367,2.8407063193314324,0.3880800002105518,-100.71344391338961,352.13084890394254,1,weakly supported
WF060316,Muur,5.1242093,52.0892488,1.425527742518781,3.320073266533569,0.4534291752349681,-71.03567270201506,246.29738012406443,2,interpolated
BS020013,Damwand,5.1021485,52.1107662,-0.1979130440101013,1.725823807729104,0.45470141925408486,-7.925138950854275,256.49019995764434,1,weakly supported
BS070098,Beschoeiing,5.1251295,52.0592308,0.35263043843102454,1.2557404115327095,0.3603377842736873,-17.568180886631026,354.90052980243485,4,weakly supported
WFM06602-X,Muur,5.1264899,52.0863614,0.9229752282784199,2.56020516838586,0.35304347628312127,-102.36902453705703,330.8218223065288,2,weakly supported
WF060586,Muur,5.12214,52.0858103,0.7778187219826019,2.8382565864956217,0.3158062362134681,-45.72076593634611,321.1524630787615,2,weakly supported
KWM04002,Muur,5.1294616,52.1017857,0.0946452410294304,2.00500409537195,0.41035026257990304,55.8641340582246,457.836902724483,0,weakly supported
WF060579,Muur,5.1220744,52.0860061,0.8011168578854646,2.867006701829037,0.3245503885302744,-47.249799574267634,341.2355810476393,2,weakly supported
KW050002,Muur,5.124197,52.0783848,0.2591574017049934,1.8147504209752034,0.3063561582838083,-4.084586045694999,384.95108959383106,1,weakly supported
